_id,item_id,skill_tree_id,point_value
6119,3539,42,2
6120,3539,53,2
6121,3539,118,-2
6122,3540,19,2
6123,3540,53,2
6124,3540,106,3
6125,3540,118,-2
6126,3541,22,2
6127,3541,53,3
6128,3541,106,1
6129,3541,118,-2
6130,3542,53,1
6131,3542,85,5
6132,3542,106,4
6133,3542,118,-2
6134,3543,53,2
6135,3543,106,2
6136,3543,118,-2
6137,3544,53,2
6138,3544,57,2
6139,3544,118,-2
6140,3545,53,2
6141,3545,57,2
6142,3545,106,3
6143,3545,118,-2
6144,3546,17,2
6145,3546,37,3
6146,3546,42,3
6147,3546,107,-1
6148,3547,17,1
6149,3547,37,5
6150,3547,107,-2
6151,3548,17,1
6152,3548,37,5
6153,3548,107,-3
6154,3549,17,3
6155,3549,37,4
6156,3549,107,-2
6157,3550,17,3
6158,3550,18,2
6159,3550,37,3
6160,3550,107,-2
6161,3551,17,2
6162,3551,37,3
6163,3551,58,3
6164,3551,107,-1
6165,3552,17,1
6166,3552,37,5
6167,3552,107,-2
6168,3553,17,1
6169,3553,37,5
6170,3553,107,-3
6171,3554,17,3
6172,3554,37,4
6173,3554,107,-2
6174,3555,17,3
6175,3555,22,2
6176,3555,37,3
6177,3555,107,-2
6178,3556,31,4
6179,3556,45,-2
6180,3556,91,3
6181,3556,98,3
6182,3557,31,3
6183,3557,45,-2
6184,3557,91,2
6185,3557,98,2
6186,3558,19,2
6187,3558,41,2
6188,3558,45,-2
6189,3558,98,2
6190,3559,19,1
6191,3559,31,3
6192,3559,45,-2
6193,3559,98,3
6194,3560,11,2
6195,3560,41,3
6196,3560,45,-2
6197,3560,91,3
6198,3561,23,-2
6199,3561,31,4
6200,3561,91,3
6201,3561,98,3
6202,3562,23,-2
6203,3562,31,3
6204,3562,91,2
6205,3562,98,2
6206,3563,23,-2
6207,3563,41,2
6208,3563,57,2
6209,3563,98,2
6210,3564,23,-2
6211,3564,31,3
6212,3564,57,1
6213,3564,98,3
6214,3565,11,2
6215,3565,23,-2
6216,3565,41,3
6217,3565,91,3
6218,3566,32,4
6219,3566,37,2
6220,3566,46,-2
6221,3566,53,2
6222,3567,32,2
6223,3567,37,4
6224,3567,46,-2
6225,3567,53,1
6226,3568,32,2
6227,3568,37,2
6228,3568,46,-2
6229,3568,53,2
6230,3569,32,4
6231,3569,37,2
6232,3569,46,-2
6233,3569,53,2
6234,3570,32,3
6235,3570,37,5
6236,3570,46,-2
6237,3570,53,3
6238,3571,22,-2
6239,3571,23,2
6240,3571,32,3
6241,3571,59,2
6242,3572,22,-2
6243,3572,23,1
6244,3572,32,4
6245,3572,59,2
6246,3573,22,-2
6247,3573,23,3
6248,3573,32,2
6249,3573,59,2
6250,3574,22,-2
6251,3574,23,3
6252,3574,32,5
6253,3574,59,1
6254,3575,22,-2
6255,3575,23,3
6256,3575,32,4
6257,3575,59,3
6258,3576,32,4
6259,3576,37,2
6260,3576,46,-2
6261,3576,53,2
6262,3577,32,2
6263,3577,37,4
6264,3577,46,-2
6265,3577,53,1
6266,3578,32,2
6267,3578,37,2
6268,3578,46,-2
6269,3578,53,2
6270,3579,32,4
6271,3579,37,2
6272,3579,46,-2
6273,3579,53,2
6274,3580,32,3
6275,3580,37,5
6276,3580,46,-2
6277,3580,53,3
6278,3581,22,-2
6279,3581,23,2
6280,3581,32,3
6281,3581,59,2
6282,3582,22,-2
6283,3582,23,1
6284,3582,32,4
6285,3582,59,2
6286,3583,22,-2
6287,3583,23,3
6288,3583,32,2
6289,3583,59,2
6290,3584,22,-2
6291,3584,23,3
6292,3584,32,5
6293,3584,59,1
6294,3585,22,-2
6295,3585,23,3
6296,3585,32,4
6297,3585,59,3
6298,3586,32,-2
6299,3586,39,2
6300,3586,84,2
6301,3587,32,-2
6302,3587,39,2
6303,3587,84,2
6304,3588,32,-2
6305,3588,39,2
6306,3588,84,2
6307,3589,32,-2
6308,3589,39,2
6309,3589,84,2
6310,3590,32,-2
6311,3590,39,2
6312,3590,84,2
6313,3591,32,-2
6314,3591,39,2
6315,3591,84,2
6316,3592,32,-2
6317,3592,39,2
6318,3592,84,2
6319,3593,32,-2
6320,3593,39,2
6321,3593,84,2
6322,3594,32,-2
6323,3594,39,2
6324,3594,84,2
6325,3595,32,-2
6326,3595,39,2
6327,3595,84,2
6328,3596,91,4
6329,3596,92,6
6330,3597,124,10
6331,3598,10,2
6332,3599,121,7
6333,3600,47,10
6334,3600,56,4
6335,3601,113,10
6336,3602,113,10
6337,3603,25,10
6338,3604,25,10
6339,3605,96,10
6340,3606,96,10
6341,3607,46,10
6342,3608,46,10
6343,3609,26,2
6344,3609,80,3
6345,3609,109,2
6346,3610,26,2
6347,3610,80,2
6348,3610,109,1
6349,3611,26,3
6350,3611,80,3
6351,3611,109,3
6352,3612,26,1
6353,3612,80,3
6354,3612,109,2
6355,3613,26,2
6356,3613,80,4
6357,3613,109,2
6358,3614,26,3
6359,3614,80,3
6360,3614,109,3
6361,3615,26,1
6362,3615,80,2
6363,3615,109,1
6364,3616,26,3
6365,3616,80,3
6366,3616,109,3
6367,3617,26,1
6368,3617,80,3
6369,3617,109,1
6370,3618,26,2
6371,3618,80,4
6372,3618,109,2
6373,3619,34,2
6374,3619,35,2
6375,3619,36,1
6376,3619,113,-3
6377,3620,34,3
6378,3620,35,2
6379,3620,36,2
6380,3620,113,-3
6381,3621,34,3
6382,3621,35,2
6383,3621,36,2
6384,3621,113,-3
6385,3622,34,4
6386,3622,35,2
6387,3622,36,2
6388,3622,113,-3
6389,3623,34,3
6390,3623,35,2
6391,3623,36,3
6392,3623,113,-3
6393,3624,34,3
6394,3624,35,3
6395,3624,36,1
6396,3624,113,-3
6397,3625,34,3
6398,3625,35,1
6399,3625,36,2
6400,3625,113,-3
6401,3626,34,2
6402,3626,35,2
6403,3626,36,2
6404,3626,113,-3
6405,3627,34,4
6406,3627,35,2
6407,3627,36,2
6408,3627,113,-3
6409,3628,34,3
6410,3628,35,2
6411,3628,36,3
6412,3628,113,-3
6413,3629,34,10
6414,3630,34,10
6415,3631,1,1
6416,3632,16,3
6417,3632,34,2
6418,3632,113,-4
6419,3633,1,1
6420,3634,16,1
6421,3634,19,2
6422,3634,34,1
6423,3634,113,-3
6424,3635,19,2
6425,3635,34,3
6426,3635,113,-3
6427,3636,1,1
6428,3637,16,3
6429,3637,34,2
6430,3637,113,-4
6431,3638,1,1
6432,3639,16,1
6433,3639,34,1
6434,3639,57,2
6435,3639,113,-3
6436,3640,34,3
6437,3640,57,2
6438,3640,113,-3
6439,3641,31,5
6440,3641,100,3
6441,3641,125,-3
6442,3642,31,5
6443,3642,100,4
6444,3642,125,-4
6445,3643,31,5
6446,3643,100,3
6447,3643,125,-3
6448,3644,31,5
6449,3644,100,3
6450,3644,125,-3
6451,3645,31,5
6452,3645,100,4
6453,3645,125,-4
6454,3646,31,5
6455,3646,100,3
6456,3646,125,-3
6457,3647,41,2
6458,3647,51,3
6459,3647,102,-2
6460,3647,107,2
6461,3648,41,2
6462,3648,51,3
6463,3648,102,-2
6464,3648,107,2
6465,3649,41,2
6466,3649,51,3
6467,3649,102,-2
6468,3649,107,2
6469,3650,41,2
6470,3650,51,3
6471,3650,102,-2
6472,3650,107,2
6473,3651,41,2
6474,3651,51,3
6475,3651,102,-2
6476,3651,107,2
6477,3652,41,2
6478,3652,51,3
6479,3652,102,-2
6480,3652,107,2
6481,3653,41,2
6482,3653,51,3
6483,3653,102,-2
6484,3653,107,2
6485,3654,41,2
6486,3654,51,3
6487,3654,102,-2
6488,3654,107,2
6489,3655,41,2
6490,3655,51,3
6491,3655,102,-2
6492,3655,107,2
6493,3656,41,2
6494,3656,51,3
6495,3656,102,-2
6496,3656,107,2
6497,3657,13,2
6498,3657,26,2
6499,3657,129,2
6500,3658,26,1
6501,3658,27,1
6502,3658,129,3
6503,3659,13,2
6504,3659,26,2
6505,3659,129,1
6506,3660,26,3
6507,3660,27,3
6508,3660,129,2
6509,3661,15,4
6510,3661,26,2
6511,3661,129,2
6512,3662,13,2
6513,3662,26,3
6514,3662,129,2
6515,3663,26,1
6516,3663,27,1
6517,3663,129,2
6518,3664,13,2
6519,3664,26,2
6520,3664,129,1
6521,3665,26,2
6522,3665,27,3
6523,3665,129,3
6524,3666,15,4
6525,3666,26,2
6526,3666,129,2
6527,3667,13,1
6528,3667,18,3
6529,3667,19,2
6530,3667,129,-3
6531,3668,13,3
6532,3668,18,2
6533,3668,129,-3
6534,3669,1,1
6535,3670,1,1
6536,3671,18,1
6537,3671,19,2
6538,3671,129,-3
6539,3672,13,1
6540,3672,57,3
6541,3672,129,-3
6542,3673,13,3
6543,3673,57,2
6544,3673,129,-3
6545,3674,1,1
6546,3675,1,1
6547,3676,57,1
6548,3676,78,4
6549,3676,129,-3
6550,3677,17,2
6551,3677,35,3
6552,3677,41,-4
6553,3677,113,3
6554,3678,17,2
6555,3678,35,1
6556,3678,40,4
6557,3678,114,-3
6558,3679,17,3
6559,3679,34,2
6560,3679,35,1
6561,3679,112,-4
6562,3680,17,2
6563,3680,33,3
6564,3680,35,3
6565,3680,100,-4
6566,3681,17,1
6567,3681,35,2
6568,3681,99,3
6569,3681,125,-4
6570,3682,17,2
6571,3682,35,3
6572,3682,41,-4
6573,3682,113,4
6574,3683,17,2
6575,3683,35,1
6576,3683,40,4
6577,3683,114,-3
6578,3684,17,3
6579,3684,34,2
6580,3684,35,1
6581,3684,112,-4
6582,3685,17,2
6583,3685,33,3
6584,3685,35,3
6585,3685,100,-4
6586,3686,17,1
6587,3686,35,2
6588,3686,99,3
6589,3686,125,-4
6590,3687,5,2
6591,3687,26,3
6592,3687,125,-5
6593,3688,26,4
6594,3688,46,2
6595,3688,125,-5
6596,3689,26,3
6597,3689,46,3
6598,3689,125,-5
6599,3690,5,2
6600,3690,26,3
6601,3690,125,-5
6602,3691,26,4
6603,3691,46,2
6604,3691,125,-5
6605,3692,26,3
6606,3692,46,3
6607,3692,125,-5
6608,3693,17,3
6609,3693,30,3
6610,3693,35,-2
6611,3693,84,2
6612,3694,17,2
6613,3694,30,1
6614,3694,35,-2
6615,3694,84,2
6616,3695,4,2
6617,3695,17,3
6618,3695,35,-3
6619,3695,84,2
6620,3696,17,2
6621,3696,30,3
6622,3696,35,-3
6623,3696,84,1
6624,3697,4,2
6625,3697,30,3
6626,3697,35,-2
6627,3697,84,3
6628,3698,17,2
6629,3698,30,3
6630,3698,35,-2
6631,3698,84,3
6632,3699,17,2
6633,3699,30,2
6634,3699,35,-2
6635,3699,84,1
6636,3700,4,2
6637,3700,17,3
6638,3700,35,-3
6639,3700,84,2
6640,3701,17,3
6641,3701,30,2
6642,3701,35,-3
6643,3701,84,1
6644,3702,4,2
6645,3702,30,3
6646,3702,35,-2
6647,3702,84,3
6648,3703,2,1
6649,3703,38,3
6650,3703,44,2
6651,3703,52,1
6652,3703,112,-3
6653,3704,38,2
6654,3704,44,2
6655,3704,52,1
6656,3704,112,-2
6657,3705,38,3
6658,3705,44,3
6659,3705,52,3
6660,3705,112,-3
6661,3706,38,3
6662,3706,44,2
6663,3706,52,3
6664,3706,112,-3
6665,3707,38,4
6666,3707,44,1
6667,3707,52,2
6668,3707,112,-3
6669,3708,3,1
6670,3708,23,1
6671,3708,38,3
6672,3708,60,2
6673,3708,112,-3
6674,3709,23,1
6675,3709,38,2
6676,3709,60,2
6677,3709,112,-2
6678,3710,23,3
6679,3710,38,3
6680,3710,60,2
6681,3710,112,-3
6682,3711,23,2
6683,3711,38,4
6684,3711,60,1
6685,3711,112,-3
6686,3712,23,3
6687,3712,38,3
6688,3712,60,3
6689,3712,112,-3
6690,3713,17,2
6691,3713,20,3
6692,3713,45,-3
6693,3714,20,2
6694,3714,44,1
6695,3714,45,-3
6696,3714,100,3
6697,3715,19,2
6698,3715,20,2
6699,3715,45,-4
6700,3715,100,4
6701,3716,17,3
6702,3716,44,3
6703,3716,45,-3
6704,3717,19,2
6705,3717,20,3
6706,3717,45,-2
6707,3717,100,3
6708,3718,22,-3
6709,3718,24,3
6710,3718,57,3
6711,3719,22,-3
6712,3719,23,1
6713,3719,57,2
6714,3719,78,3
6715,3720,17,2
6716,3720,22,-4
6717,3720,57,2
6718,3720,78,4
6719,3721,22,-3
6720,3721,23,4
6721,3721,24,2
6722,3722,22,-2
6723,3722,29,2
6724,3722,57,3
6725,3722,78,3
6726,3723,6,2
6727,3723,18,3
6728,3723,26,4
6729,3723,85,-3
6730,3724,6,2
6731,3724,9,2
6732,3724,26,2
6733,3724,85,-3
6734,3725,6,3
6735,3725,19,3
6736,3725,26,4
6737,3725,85,-4
6738,3726,6,2
6739,3726,19,2
6740,3726,26,2
6741,3726,85,-3
6742,3727,6,1
6743,3727,7,1
6744,3727,26,3
6745,3727,85,-3
6746,3728,6,2
6747,3728,26,3
6748,3728,78,2
6749,3728,85,-3
6750,3729,6,2
6751,3729,9,2
6752,3729,26,2
6753,3729,85,-3
6754,3730,6,3
6755,3730,26,4
6756,3730,57,3
6757,3730,85,-4
6758,3731,6,2
6759,3731,26,2
6760,3731,57,2
6761,3731,85,-3
6762,3732,6,1
6763,3732,7,1
6764,3732,26,3
6765,3732,85,-3
6766,3733,5,2
6767,3733,9,2
6768,3733,31,-2
6769,3733,128,1
6770,3734,5,1
6771,3734,10,2
6772,3734,31,-4
6773,3734,128,1
6774,3735,2,2
6775,3735,5,2
6776,3735,31,-2
6777,3735,128,1
6778,3736,5,3
6779,3736,7,1
6780,3736,31,-3
6781,3736,128,1
6782,3737,5,2
6783,3737,16,2
6784,3737,31,-4
6785,3737,128,1
6786,3738,5,2
6787,3738,9,2
6788,3738,31,-2
6789,3738,128,1
6790,3739,5,1
6791,3739,10,2
6792,3739,31,-4
6793,3739,128,1
6794,3740,3,2
6795,3740,5,2
6796,3740,31,-2
6797,3740,128,1
6798,3741,5,3
6799,3741,7,1
6800,3741,31,-3
6801,3741,128,1
6802,3742,5,2
6803,3742,16,2
6804,3742,31,-4
6805,3742,128,1
6806,3743,79,4
6807,3743,138,2
6808,3744,63,1
6809,3744,79,3
6810,3744,138,2
6811,3745,63,3
6812,3745,79,2
6813,3745,138,2
6814,3746,63,3
6815,3746,79,1
6816,3746,138,2
6817,3747,63,3
6818,3747,79,3
6819,3747,138,2
6820,3748,63,1
6821,3748,79,4
6822,3748,138,2
6823,3749,63,1
6824,3749,79,3
6825,3749,138,2
6826,3750,63,3
6827,3750,79,2
6828,3750,138,2
6829,3751,63,3
6830,3751,79,1
6831,3751,138,2
6832,3752,63,2
6833,3752,79,3
6834,3752,138,2
6835,3753,91,15
6836,3754,32,10
6837,3754,87,-2
6838,3755,32,10
6839,3755,87,-2
6840,3756,31,-4
6841,3756,48,4
6842,3756,52,1
6843,3756,119,2
6844,3757,17,2
6845,3757,31,-2
6846,3757,48,2
6847,3757,52,2
6848,3757,119,1
6849,3758,31,-2
6850,3758,48,4
6851,3758,52,3
6852,3758,119,1
6853,3759,31,-1
6854,3759,48,2
6855,3759,52,2
6856,3759,119,4
6857,3760,31,-1
6858,3760,48,3
6859,3760,52,2
6860,3760,119,2
6861,3761,31,-2
6862,3761,48,4
6863,3761,52,1
6864,3761,119,2
6865,3762,17,2
6866,3762,31,-2
6867,3762,48,2
6868,3762,52,2
6869,3762,119,1
6870,3763,31,-2
6871,3763,48,4
6872,3763,52,3
6873,3763,119,1
6874,3764,31,-1
6875,3764,48,2
6876,3764,52,2
6877,3764,119,4
6878,3765,31,-1
6879,3765,48,3
6880,3765,52,2
6881,3765,119,2
6882,3766,32,-3
6883,3766,40,1
6884,3766,111,9
6885,3767,40,9
6886,3767,111,6
6887,3768,32,-3
6888,3768,40,2
6889,3768,111,9
6890,3769,40,8
6891,3769,111,6
6892,3770,38,3
6893,3770,61,2
6894,3770,121,-3
6895,3770,122,1
6896,3771,38,2
6897,3771,61,1
6898,3771,121,-3
6899,3771,122,2
6900,3772,38,4
6901,3772,61,2
6902,3772,121,-1
6903,3772,122,3
6904,3773,38,4
6905,3773,61,2
6906,3773,121,-2
6907,3773,122,2
6908,3774,38,2
6909,3774,61,3
6910,3774,121,-1
6911,3774,122,2
6912,3775,38,3
6913,3775,61,2
6914,3775,121,-3
6915,3775,122,2
6916,3776,38,2
6917,3776,61,1
6918,3776,121,-3
6919,3776,122,2
6920,3777,38,3
6921,3777,61,2
6922,3777,121,-1
6923,3777,122,1
6924,3778,38,4
6925,3778,61,2
6926,3778,121,-2
6927,3778,122,3
6928,3779,38,2
6929,3779,61,3
6930,3779,121,-1
6931,3779,122,2
6932,3780,17,2
6933,3780,48,4
6934,3780,118,1
6935,3780,121,-2
6936,3781,48,3
6937,3781,118,1
6938,3781,121,-2
6939,3782,17,2
6940,3782,48,5
6941,3782,118,1
6942,3782,121,-2
6943,3783,48,2
6944,3783,118,5
6945,3783,121,-2
6946,3784,17,2
6947,3784,48,1
6948,3784,118,2
6949,3784,121,-2
6950,3785,17,2
6951,3785,48,4
6952,3785,118,2
6953,3785,121,-2
6954,3786,48,3
6955,3786,118,1
6956,3786,121,-2
6957,3787,17,2
6958,3787,48,5
6959,3787,118,1
6960,3787,121,-2
6961,3788,48,2
6962,3788,118,4
6963,3788,121,-2
6964,3789,17,2
6965,3789,48,1
6966,3789,118,2
6967,3789,121,-2
6968,3790,32,1
6969,3790,91,5
6970,3790,106,3
6971,3790,114,1
6972,3790,121,-1
6973,3791,35,3
6974,3791,91,2
6975,3791,106,2
6976,3791,114,2
6977,3791,121,-2
6978,3792,32,3
6979,3792,91,2
6980,3792,106,1
6981,3792,114,3
6982,3792,121,-1
6983,3793,32,1
6984,3793,91,4
6985,3793,106,3
6986,3793,114,1
6987,3793,121,-2
6988,3794,32,5
6989,3794,91,2
6990,3794,106,1
6991,3794,114,3
6992,3794,121,-3
6993,3795,32,1
6994,3795,91,4
6995,3795,106,3
6996,3795,114,1
6997,3795,121,-1
6998,3796,35,3
6999,3796,91,3
7000,3796,106,2
7001,3796,114,2
7002,3796,121,-2
7003,3797,32,3
7004,3797,91,2
7005,3797,106,1
7006,3797,114,3
7007,3797,121,-1
7008,3798,32,1
7009,3798,91,4
7010,3798,106,3
7011,3798,114,1
7012,3798,121,-2
7013,3799,32,5
7014,3799,91,2
7015,3799,106,1
7016,3799,114,3
7017,3799,121,-3
7018,3800,51,2
7019,3800,52,1
7020,3800,63,1
7021,3800,106,-2
7022,3800,107,2
7023,3801,51,2
7024,3801,52,1
7025,3801,63,2
7026,3801,106,-2
7027,3801,107,2
7028,3802,51,2
7029,3802,52,3
7030,3802,63,4
7031,3802,106,-2
7032,3802,107,3
7033,3803,51,2
7034,3803,52,3
7035,3803,63,2
7036,3803,106,-2
7037,3803,107,2
7038,3804,51,2
7039,3804,52,2
7040,3804,63,1
7041,3804,106,-2
7042,3804,107,1
7043,3805,51,2
7044,3805,52,1
7045,3805,63,2
7046,3805,106,-2
7047,3805,107,2
7048,3806,51,2
7049,3806,52,1
7050,3806,63,2
7051,3806,106,-2
7052,3806,107,2
7053,3807,51,2
7054,3807,52,3
7055,3807,63,3
7056,3807,106,-2
7057,3807,107,3
7058,3808,51,2
7059,3808,52,3
7060,3808,63,2
7061,3808,106,-2
7062,3808,107,2
7063,3809,51,2
7064,3809,52,2
7065,3809,63,1
7066,3809,106,-2
7067,3809,107,1
7068,3810,35,-2
7069,3810,80,6
7070,3810,99,2
7071,3810,112,2
7072,3811,35,-1
7073,3811,80,2
7074,3811,99,1
7075,3811,112,3
7076,3812,19,2
7077,3812,35,-3
7078,3812,80,3
7079,3812,99,3
7080,3812,112,2
7081,3813,35,-3
7082,3813,80,2
7083,3813,99,2
7084,3813,112,4
7085,3814,35,-1
7086,3814,80,2
7087,3814,99,2
7088,3814,112,4
7089,3815,35,-1
7090,3815,80,6
7091,3815,99,2
7092,3815,112,2
7093,3816,35,-1
7094,3816,80,2
7095,3816,99,1
7096,3816,112,3
7097,3817,35,-3
7098,3817,57,2
7099,3817,80,3
7100,3817,99,3
7101,3817,112,2
7102,3818,35,-3
7103,3818,80,2
7104,3818,99,2
7105,3818,112,4
7106,3819,35,-1
7107,3819,80,2
7108,3819,99,2
7109,3819,112,4
7110,3820,62,3
7111,3820,79,5
7112,3820,86,-2
7113,3820,99,2
7114,3821,62,2
7115,3821,79,5
7116,3821,86,-1
7117,3821,99,2
7118,3822,62,1
7119,3822,79,2
7120,3822,86,-3
7121,3822,99,5
7122,3823,42,2
7123,3823,62,2
7124,3823,79,1
7125,3823,86,-3
7126,3823,99,3
7127,3824,62,2
7128,3824,79,2
7129,3824,86,-1
7130,3824,99,3
7131,3825,62,3
7132,3825,79,6
7133,3825,86,-2
7134,3825,99,2
7135,3826,62,2
7136,3826,79,5
7137,3826,86,-1
7138,3826,99,2
7139,3827,62,1
7140,3827,79,1
7141,3827,86,-3
7142,3827,99,5
7143,3828,23,2
7144,3828,62,2
7145,3828,79,1
7146,3828,86,-3
7147,3828,99,3
7148,3829,62,2
7149,3829,79,2
7150,3829,86,-1
7151,3829,99,3
7152,3830,6,2
7153,3830,48,1
7154,3830,98,3
7155,3830,114,-1
7156,3830,133,3
7157,3831,6,3
7158,3831,48,1
7159,3831,98,4
7160,3831,114,-2
7161,3831,133,1
7162,3832,6,2
7163,3832,48,3
7164,3832,98,3
7165,3832,114,-3
7166,3832,133,1
7167,3833,6,1
7168,3833,48,2
7169,3833,98,3
7170,3833,114,-2
7171,3833,133,4
7172,3834,6,2
7173,3834,48,3
7174,3834,98,2
7175,3834,114,-2
7176,3834,133,1
7177,3835,6,2
7178,3835,48,1
7179,3835,98,4
7180,3835,114,-1
7181,3835,133,3
7182,3836,6,3
7183,3836,48,1
7184,3836,98,4
7185,3836,114,-2
7186,3836,133,1
7187,3837,6,2
7188,3837,48,3
7189,3837,98,2
7190,3837,114,-3
7191,3837,133,1
7192,3838,6,1
7193,3838,48,2
7194,3838,98,3
7195,3838,114,-2
7196,3838,133,4
7197,3839,6,2
7198,3839,48,3
7199,3839,98,2
7200,3839,114,-2
7201,3839,133,1
7202,3840,29,1
7203,3840,46,3
7204,3840,47,2
7205,3840,114,-1
7206,3840,133,2
7207,3841,29,1
7208,3841,46,4
7209,3841,47,2
7210,3841,114,-1
7211,3841,133,1
7212,3842,29,3
7213,3842,46,3
7214,3842,47,2
7215,3842,114,-1
7216,3842,133,2
7217,3843,29,1
7218,3843,46,2
7219,3843,47,2
7220,3843,114,-1
7221,3843,133,2
7222,3844,46,3
7223,3844,47,2
7224,3844,114,-1
7225,3844,133,3
7226,3845,29,1
7227,3845,46,3
7228,3845,47,2
7229,3845,114,-1
7230,3845,133,2
7231,3846,29,1
7232,3846,46,4
7233,3846,47,2
7234,3846,114,-1
7235,3846,133,1
7236,3847,29,3
7237,3847,46,3
7238,3847,47,2
7239,3847,114,-1
7240,3847,133,2
7241,3848,29,1
7242,3848,46,2
7243,3848,47,2
7244,3848,114,-1
7245,3848,133,2
7246,3849,46,3
7247,3849,47,2
7248,3849,114,-1
7249,3849,133,3
7250,3850,37,3
7251,3850,49,1
7252,3850,114,-2
7253,3850,118,3
7254,3851,37,1
7255,3851,49,3
7256,3851,114,-2
7257,3851,118,2
7258,3852,17,2
7259,3852,37,2
7260,3852,114,-2
7261,3852,118,2
7262,3853,37,1
7263,3853,49,2
7264,3853,114,-2
7265,3853,118,2
7266,3854,37,3
7267,3854,49,4
7268,3854,114,-2
7269,3854,118,1
7270,3855,37,3
7271,3855,49,2
7272,3855,114,-2
7273,3855,118,2
7274,3856,37,1
7275,3856,49,3
7276,3856,114,-2
7277,3856,118,3
7278,3857,17,2
7279,3857,37,3
7280,3857,114,-2
7281,3857,118,2
7282,3858,37,1
7283,3858,49,1
7284,3858,114,-2
7285,3858,118,2
7286,3859,37,2
7287,3859,49,4
7288,3859,114,-2
7289,3859,118,1
7290,3860,37,-1
7291,3860,100,1
7292,3860,101,2
7293,3860,121,4
7294,3861,37,-2
7295,3861,100,2
7296,3861,101,2
7297,3861,121,2
7298,3862,37,-1
7299,3862,100,1
7300,3862,101,5
7301,3862,121,2
7302,3863,37,-2
7303,3863,100,3
7304,3863,101,2
7305,3863,121,2
7306,3864,19,2
7307,3864,37,-1
7308,3864,100,3
7309,3864,101,3
7310,3864,121,3
7311,3865,37,-1
7312,3865,100,1
7313,3865,101,3
7314,3865,121,4
7315,3866,37,-2
7316,3866,100,2
7317,3866,101,1
7318,3866,121,2
7319,3867,37,-1
7320,3867,100,1
7321,3867,101,5
7322,3867,121,2
7323,3868,37,-2
7324,3868,100,3
7325,3868,101,2
7326,3868,121,2
7327,3869,37,-1
7328,3869,57,2
7329,3869,100,3
7330,3869,101,3
7331,3869,121,3
7332,3870,32,5
7333,3870,43,4
7334,3870,87,-2
7335,3870,134,2
7336,3871,32,2
7337,3871,43,3
7338,3871,87,-2
7339,3871,134,3
7340,3872,32,2
7341,3872,43,2
7342,3872,87,-2
7343,3872,134,1
7344,3873,32,3
7345,3873,43,2
7346,3873,87,-2
7347,3873,134,2
7348,3874,32,3
7349,3874,43,4
7350,3874,87,-2
7351,3874,134,2
7352,3875,32,5
7353,3875,78,4
7354,3875,87,-2
7355,3875,134,2
7356,3876,32,2
7357,3876,78,3
7358,3876,87,-2
7359,3876,134,3
7360,3877,32,2
7361,3877,78,2
7362,3877,87,-2
7363,3877,134,1
7364,3878,32,3
7365,3878,78,2
7366,3878,87,-2
7367,3878,134,2
7368,3879,32,3
7369,3879,78,4
7370,3879,87,-2
7371,3879,134,2
7372,3880,20,2
7373,3880,43,3
7374,3880,49,-2
7375,3880,56,1
7376,3880,99,3
7377,3881,20,2
7378,3881,43,2
7379,3881,49,-2
7380,3881,56,1
7381,3881,99,2
7382,3882,43,1
7383,3882,49,-3
7384,3882,56,3
7385,3882,99,1
7386,3883,43,1
7387,3883,49,-3
7388,3883,56,3
7389,3883,99,1
7390,3884,20,3
7391,3884,43,3
7392,3884,49,-2
7393,3884,56,2
7394,3884,99,3
7395,3885,23,3
7396,3885,56,1
7397,3885,57,-2
7398,3885,59,3
7399,3885,68,2
7400,3886,23,2
7401,3886,56,1
7402,3886,57,-2
7403,3886,59,2
7404,3886,68,2
7405,3887,23,1
7406,3887,56,3
7407,3887,57,-3
7408,3887,59,1
7409,3888,23,1
7410,3888,56,3
7411,3888,57,-3
7412,3888,59,1
7413,3889,23,3
7414,3889,56,2
7415,3889,57,-2
7416,3889,59,3
7417,3889,68,3
7418,3890,32,3
7419,3890,33,-2
7420,3890,40,2
7421,3890,45,5
7422,3890,54,1
7423,3891,32,2
7424,3891,33,-3
7425,3891,40,2
7426,3891,45,1
7427,3891,54,2
7428,3892,32,3
7429,3892,33,-2
7430,3892,40,2
7431,3892,45,2
7432,3892,54,2
7433,3893,32,5
7434,3893,33,-2
7435,3893,40,2
7436,3893,45,1
7437,3893,54,3
7438,3894,1,1
7439,3895,22,4
7440,3895,32,3
7441,3895,33,-2
7442,3895,40,2
7443,3895,54,1
7444,3896,22,1
7445,3896,32,2
7446,3896,33,-3
7447,3896,40,2
7448,3896,54,2
7449,3897,22,2
7450,3897,32,3
7451,3897,33,-2
7452,3897,40,2
7453,3897,54,2
7454,3898,22,2
7455,3898,32,5
7456,3898,33,-2
7457,3898,40,2
7458,3898,54,3
7459,3899,1,1
7460,3900,44,1
7461,3900,45,-3
7462,3900,47,3
7463,3901,41,4
7464,3901,44,1
7465,3901,45,-1
7466,3901,47,2
7467,3902,41,3
7468,3902,44,3
7469,3902,45,-2
7470,3902,47,1
7471,3903,17,2
7472,3903,41,2
7473,3903,44,4
7474,3903,45,-3
7475,3903,47,2
7476,3904,17,2
7477,3904,41,2
7478,3904,44,1
7479,3904,45,-1
7480,3904,47,2
7481,3905,22,-3
7482,3905,41,1
7483,3905,44,1
7484,3905,47,3
7485,3906,22,-1
